"cell","ttype","ttype_sub","layer"
"SM-GE5O8_S039_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5O8_S034_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE5O8_S040_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5O8_S044_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE5O8_S035_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5O8_S045_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5O8_S041_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5TI_S107_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TI_S099_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TI_S101_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TI_S108_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE5TI_S120_E1-50","Sst","Sst Esm1","5"
"SM-GE5TI_S115_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE5TI_S118_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TI_S109_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5TI_S110_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5TI_S117_E1-50","Sst","Sst Crh 4930553C11Rik ","5"
"SM-GE5TI_S111_E1-50","Sst","Sst Crh 4930553C11Rik ","5"
"SM-GE5TI_S129_E1-50","Sst","Sst Tac1 Htr1d","4"
"SM-GE5TI_S105_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE5TI_S106_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TI_S112_E1-50","Sst","Sst Chodl","6"
"SM-GE5TI_S113_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5TI_S130_E1-50","Sst","Sst Esm1","6"
"SM-GE5TI_S114_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5TI_S131_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5TI_S134_E1-50","Sst","Sst Esm1","6"
"SM-GE5TI_S137_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5TI_S135_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TI_S148_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE5TI_S136_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE5TI_S142_E1-50","Sst","Sst Chodl","6"
"SM-GE5TI_S138_E1-50","Sst","Sst Chodl","5"
"SM-GE5TI_S139_E1-50","Sst","Sst Chodl","6"
"SM-GE5TI_S143_E1-50","Sst","Sst Chodl","5"
"SM-GE5TI_S140_E1-50","Sst","Sst Chodl","5"
"SM-GE5TI_S146_E1-50","Sst","Sst Chodl","6"
"SM-GE5TI_S147_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5TI_S172_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5TI_S182_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5TI_S173_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5TI_S183_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5TI_S174_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5TI_S163_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE5TI_S176_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5TI_S185_E1-50","Pvalb","Pvalb Calb1 Sst","5"
"SM-GE5TI_S164_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5TI_S177_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TI_S178_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5TI_S166_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE5TI_S186_E1-50","Pvalb","Pvalb Calb1 Sst","5"
"SM-GE5TI_S165_E1-50","Sst","Sst Esm1","6"
"SM-GE5TI_S187_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE5TI_S188_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5W2_S002_E1-50","Pvalb","Pvalb Sema3e Kank4","4"
"SM-GE5TI_S189_E1-50","Pvalb","Pvalb Reln Tac1","6"
"SM-GE5TI_S192_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5TI_S190_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","5"
"SM-GE5TI_S191_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5W2_S004_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5W2_S022_E1-50","Sst","Sst Nts","6"
"SM-GE5W2_S023_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE5W2_S015_E1-50","Sst","Sst Chodl","5"
"SM-GE5W2_S016_E1-50","Sst","Sst Chodl","2/3"
"SM-GE5W2_S017_E1-50","Sst","Sst Chodl","5"
"SM-GE5W2_S027_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5W2_S019_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5W2_S013_E1-50","Pvalb","Pvalb Reln Itm2a","6"
"SM-GE5W2_S011_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5W2_S056_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5W2_S072_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE5W2_S068_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5W2_S074_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5W2_S069_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5W2_S054_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE5W2_S076_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5W2_S079_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5W2_S077_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE5W2_S080_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5W2_S089_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5W2_S078_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE5W2_S090_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5W2_S058_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE4RC_S048_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4RC_S044_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4RC_S036_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4RC_S039_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE4RC_S049_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE4RC_S040_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE4RC_S041_E1-50","Sst","Sst Esm1","6"
"SM-GE4RC_S050_E1-50","Sst","Sst Myh8 Fibin","6"
"SM-GE4RC_S046_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE4RC_S042_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4RC_S043_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S047_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE4RC_S058_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S054_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S059_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE4RC_S062_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4RC_S063_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE4RC_S070_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S077_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RC_S071_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RC_S086_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4RC_S072_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE4RC_S087_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S078_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4RC_S079_E1-50","Pvalb","Pvalb Vipr2","2/3"
"SM-GE4RC_S082_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RC_S088_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RC_S083_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4RC_S074_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE4RC_S089_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4RC_S075_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S080_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4RC_S076_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4RC_S081_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RC_S093_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4RC_S090_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4RC_S094_E1-50","Lamp5","Lamp5 Plch2 Dock5","5"
"SM-GE4RC_S084_E1-50","Pvalb","Pvalb Reln Itm2a","6"
"SM-GE4RC_S095_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4RC_S096_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE4RC_S085_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE4QZ_S114_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE4QZ_S126_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE4QZ_S115_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE4QZ_S127_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE4QZ_S116_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4QZ_S128_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE4QZ_S129_E1-50","Vip","Vip Gpc3 Slc18a3","6"
"SM-GE4QZ_S130_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE4QZ_S151_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QZ_S138_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QZ_S145_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE4QZ_S146_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE4QZ_S152_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE4QZ_S137_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QZ_S140_E1-50","Lamp5","Lamp5 Plch2 Dock5","4"
"SM-GE4QZ_S163_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QZ_S170_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QZ_S171_E1-50","Vip","Vip Igfbp6 Car10","2/3"
"SM-GE4QZ_S141_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QZ_S164_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QZ_S149_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QZ_S172_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE4QZ_S165_E1-50","Sst","Sst Calb2 Pdlim5","1"
"SM-GE4QZ_S150_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4QZ_S166_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4QZ_S173_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE4QZ_S174_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QZ_S179_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QZ_S180_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QZ_S181_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QQ_S120_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QQ_S137_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QQ_S121_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QQ_S138_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE4QQ_S126_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE4QQ_S139_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QQ_S123_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE4QQ_S153_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4QQ_S172_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4QQ_S146_E1-50","Sncg","Sncg Vip Nptx2","1"
"SM-GE4QQ_S173_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE4QQ_S155_E1-50","Vip","Vip Gpc3 Slc18a3","6"
"SM-GE4QQ_S174_E1-50","Vip","Vip Gpc3 Slc18a3","6"
"SM-GE4QQ_S158_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE4QQ_S148_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4QQ_S159_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE4QQ_S149_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QQ_S150_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE4QQ_S151_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4QQ_S178_E1-50","Pvalb","Pvalb Vipr2","5"
"SM-GE4QQ_S180_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE4QV_S004_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE4QQ_S187_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE4QQ_S188_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE4QQ_S189_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE4QQ_S182_E1-50","Pvalb","Pvalb Reln Tac1","2/3"
"SM-GE4QQ_S190_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE4QQ_S183_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE4QV_S021_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","5"
"SM-GE4QV_S015_E1-50","Pvalb","Pvalb Gabrg1","5"
"SM-GE4QV_S017_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","5"
"SM-GE4QV_S024_E1-50","Pvalb","Pvalb Gabrg1","5"
"SM-GE4QV_S022_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QV_S018_E1-50","Sncg","Sncg Gpr50","4"
"SM-GE4QV_S027_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE4QV_S025_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4QV_S050_E1-50","Pvalb","Pvalb Gabrg1","5"
"SM-GE4QV_S051_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE4QV_S052_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE4QV_S053_E1-50","Vip","Vip Pygm C1ql1","5"
"SM-GE4QV_S056_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4QV_S054_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4QV_S060_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE4QV_S061_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE4QV_S055_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4QV_S039_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE4QV_S081_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE4QV_S082_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE4QV_S083_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE4QV_S079_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4QV_S080_E1-50","Sst","Sst Esm1","5"
"SM-GE4QV_S084_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4QV_S086_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE4QV_S095_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4QL_S119_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QL_S146_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE4QN_S145_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE4QN_S146_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE4QN_S161_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE4QN_S154_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE4QN_S155_E1-50","Lamp5","Lamp5 Plch2 Dock5","4"
"SM-GE4QN_S156_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE4QN_S157_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4QN_S158_E1-50","Sncg","Sncg Vip Itih5","1"
"SM-GE4QN_S159_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE4QN_S169_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4QN_S170_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE4QN_S175_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE4QN_S171_E1-50","Sst","Sst Hpse Sema3c","4"
"SM-GE4QN_S176_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE4QN_S173_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QN_S185_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QN_S174_E1-50","Sst","Sst Esm1","5"
"SM-GE4QN_S172_E1-50","Sst","Sst Chodl","6"
"SM-GE4QN_S178_E1-50","Sst","Sst Chodl","5"
"SM-GE4QN_S181_E1-50","Sst","Sst Chodl","5"
"SM-GE4SJ_S071_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4SJ_S081_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4SJ_S082_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4SJ_S087_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4SJ_S074_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4SJ_S084_E1-50","Sst","Sst Esm1","6"
"SM-GE4SJ_S079_E1-50","Sst","Sst Esm1","6"
"SM-GE4SJ_S085_E1-50","Sst","Sst Esm1","5"
"SM-GE4Q8_S043_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE4Q8_S051_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE4Q8_S044_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4Q8_S056_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4Q8_S047_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4Q8_S052_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4Q8_S053_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4Q8_S046_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4Q8_S055_E1-50","Sst","Sst Esm1","6"
"SM-GE4Q8_S049_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE4Q8_S050_E1-50","Sst","Sst Esm1","5"
"SM-GE4Q8_S059_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE4Q8_S070_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE4Q8_S066_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4Q8_S071_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4Q8_S067_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4Q8_S062_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE4Q8_S065_E1-50","Sst","Sst Esm1","6"
"SM-GE4Q8_S072_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4Q8_S063_E1-50","Sst","Sst Esm1","5"
"SM-GE4Q8_S069_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE4Q8_S095_E1-50","Sst","Sst Chodl","5"
"SM-GE4Q8_S083_E1-50","Sst","Sst Chodl","6"
"SM-GE4Q8_S084_E1-50","Sst","Sst Chodl","5"
"SM-GE4Q8_S096_E1-50","Sst","Sst Chodl","6"
"SM-GE4Q8_S091_E1-50","Sst","Sst Chodl","5"
"SM-GE4Q8_S092_E1-50","Sst","Sst Chodl","6"
"SM-GE4Q8_S085_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE4QD_S013_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4Q8_S086_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QD_S014_E1-50","Sst","Sst Esm1","5"
"SM-GE4Q8_S088_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE4Q8_S093_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE4QD_S015_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4Q8_S089_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE4Q8_S094_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE4QD_S016_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QD_S023_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE4QD_S024_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QD_S022_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE4QD_S018_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE4QD_S019_E1-50","Sst","Sst Mme Fam114a1","4"
"SM-GE4QD_S026_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4QD_S027_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE4QD_S028_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE4QD_S041_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE4QD_S042_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE4QD_S034_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE4QD_S048_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QD_S036_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QD_S043_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE4QD_S037_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE4QD_S049_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QD_S050_E1-50","Sst","Sst Esm1","5"
"SM-GE4QD_S046_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE4QD_S039_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE4QD_S051_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE4QD_S052_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QF_S004_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE4QD_S068_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5QL_S105_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE5QL_S106_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5QL_S107_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5QL_S109_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5QL_S110_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5QL_S111_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QF_S014_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QF_S031_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4QF_S016_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QF_S042_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QF_S032_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QF_S037_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE4QF_S026_E1-50","Sst","Sst Tac1 Htr1d","5"
"SM-GE4QF_S035_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4QF_S025_E1-50","Sst","Sst Chodl","5"
"SM-GE4QF_S050_E1-50","Sst","Sst Chodl","6"
"SM-GE4QF_S058_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE4QF_S059_E1-50","Sst","Sst Tac1 Tacr3","6"
"SM-GE4QF_S047_E1-50","Sst","Sst Chodl","5"
"SM-GE4QF_S051_E1-50","Sst","Sst Chodl","6"
"SM-GE4QF_S052_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4QF_S049_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4QF_S060_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4QF_S053_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE4QF_S057_E1-50","Sst","Sst Calb2 Necab1","1"
"SM-GE4QF_S061_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE4QF_S054_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE4QF_S062_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE4QF_S063_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QF_S071_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE4QF_S080_E1-50","Sst","Sst Chodl","6"
"SM-GE4QF_S065_E1-50","Sst","Sst Tac1 Tacr3","5"
"SM-GE4QF_S072_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE4QF_S081_E1-50","Sst","Sst Chodl","6"
"SM-GE4QF_S075_E1-50","Sst","Sst Chodl","6"
"SM-GE4QF_S076_E1-50","Sst","Sst Chodl","1"
"SM-GE4QF_S077_E1-50","Sst","Sst Chodl","5"
"SM-GE4QF_S067_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE4QF_S069_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE4QF_S082_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE4QF_S078_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE4QF_S070_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE4QF_S092_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE4QF_S083_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE4QF_S086_E1-50","Vip","Vip Ptprt Pkp2","5"
"SM-GE4QF_S087_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE4QF_S084_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE4QF_S088_E1-50","Vip","Vip Ptprt Pkp2","5"
"SM-GE4QF_S009_E1-50","Vip","Vip Pygm C1ql1","5"
"SM-GE4QF_S011_E1-50","Sst","Sst Hpse Cbln4","5"
